FL_DATE,DEP_TIME,DEP_DELAY,ARR_TIME,ARR_DELAY,AIR_TIME,DISTANCE
20060123,1640,-5,1735,-10,35,237
20060124,1642,-3,1742,-3,38,237
20060125,1804,79,1903,78,40,237
20060126,1643,-2,1743,-2,40,237
20060127,1640,-5,1744,-1,41,237
20060128,1644,-1,1741,-4,41,237
20060129,1644,-1,1748,3,37,237
20060130,1651,6,1757,12,38,237
20060131,1644,-1,1740,-5,43,237
20060102,0630,0,0809,9,131,733
20060103,0627,-3,0745,-15,108,733
20060104,0629,-1,0805,5,126,733
20060105,0623,-7,0743,-17,109,733
20060106,,,,,,733
20060107,0630,0,0738,-22,106,733
20060109,0627,-3,0753,-7,127,733
20060110,0623,-7,0757,-3,128,733
20060111,0625,-5,0828,28,115,733
20060112,0626,-4,0741,-19,115,733
20060113,,,,,,733
20060114,0627,-3,0807,7,109,733
20060116,,,,,,733
20060117,0628,-2,0805,5,130,733
20060118,0627,-3,0732,-28,111,733
20060119,0622,-8,0751,-9,120,733
20060120,0622,-8,0747,-13,130,733
20060121,0709,39,0843,43,129,733
20060123,0633,3,0810,10,125,733
20060124,0628,-2,0800,0,127,733
20060125,0625,-5,0741,-19,108,733
20060126,0624,-6,0735,-25,109,733
20060127,0629,-1,0743,-17,112,733
20060128,0627,-3,0738,-22,114,733
20060130,0638,8,0800,0,120,733
20060131,0623,-7,0745,-15,112,733
20060101,0906,3,1139,13,241,1723
20060102,0901,-2,1239,73,261,1723
20060103,0858,-5,1131,5,251,1723
20060104,0855,-8,1124,-2,236,1723
20060105,0901,-2,1058,-28,214,1723
20060106,0917,14,1111,-15,219,1723
20060107,0858,-5,1123,-3,245,1723
20060108,0906,3,1157,31,248,1723
20060109,0856,-7,1105,-21,230,1723
20060110,0858,-5,1104,-22,230,1723
20060111,0906,3,1113,-13,224,1723
20060112,0857,-6,1107,-19,232,1723
20060113,0905,2,1123,-3,227,1723
20060114,0858,-5,1114,-12,240,1723
20060115,0856,-7,1117,-9,247,1723
20060116,0858,-5,1112,-14,234,1723
20060117,0858,-5,1110,-16,227,1723
20060118,0902,-1,1120,-6,242,1723
20060119,0854,-9,1140,14,262,1723
20060120,0859,-4,1118,-8,240,1723
20060121,,,,,,1723
20060122,0914,11,1138,12,248,1723
20060123,0859,-4,1047,-39,209,1723
20060124,0900,-3,1115,-11,238,1723
20060125,0857,-6,1135,9,255,1723
20060126,0858,-5,1117,-9,241,1723
20060127,0856,-7,1123,-3,245,1723
20060128,0905,2,1117,-9,237,1723
20060129,0859,-4,1115,-11,240,1723
20060130,0916,13,1114,-12,226,1723
20060131,0858,-5,1121,-5,240,1723
20060101,1124,24,1429,12,112,929
20060102,1143,43,1442,25,104,929
20060103,1112,12,1437,20,115,929
20060104,1133,33,1448,31,116,929
20060105,1139,39,1449,32,115,929
20060106,1058,-2,1420,3,119,929
20060107,1119,19,1428,11,115,929
20060108,1057,-3,1413,-4,113,929
20060109,1056,-4,1422,5,121,929
20060110,1100,0,1431,14,122,929
20060111,1059,-1,1418,1,118,929
20060112,1110,10,1432,15,114,929
20060113,1055,-5,1411,-6,116,929
20060114,1101,1,1425,8,109,929
20060115,1058,-2,1400,-17,103,929
20060116,1059,-1,1405,-12,108,929
20060117,1118,18,1430,13,116,929
20060118,1140,40,1454,37,116,929
20060119,1100,0,1429,12,116,929
20060120,1057,-3,1414,-3,117,929
20060121,1109,9,1438,21,123,929
20060122,1134,34,1443,26,116,929
20060123,1056,-4,1411,-6,116,929
20060124,1105,5,1422,5,113,929
20060125,1120,20,1427,10,111,929
20060126,1056,-4,1423,6,126,929
20060127,1103,3,1427,10,115,929
20060128,1058,-2,1405,-12,110,929
20060129,1057,-3,1417,0,113,929
20060130,1121,21,1437,20,117,929
20060131,1057,-3,1423,6,117,929
20060101,0715,15,0840,4,119,733
20060102,0656,-4,0837,1,127,733
20060103,0655,-5,0823,-13,105,733
20060104,0656,-4,0844,8,127,733
20060105,0657,-3,0818,-18,113,733
20060106,0655,-5,0824,-12,107,733
20060107,0659,-1,0827,-9,109,733
20060108,0654,-6,0835,-1,130,733
20060109,0700,0,0834,-2,126,733
20060110,0655,-5,0831,-5,127,733
20060111,0652,-8,0844,8,115,733
20060112,0659,-1,0822,-14,122,733
20060113,0656,-4,0837,1,121,733
20060114,0806,66,0925,49,113,733
20060115,0804,64,0921,45,113,733
20060116,0654,-6,0827,-9,117,733
20060117,0655,-5,0848,12,129,733
20060118,0655,-5,0831,-5,110,733
20060119,0657,-3,0836,0,124,733
20060120,0655,-5,0839,3,126,733
20060121,0654,-6,0835,-1,128,733
20060122,,,,,,733
20060123,0655,-5,0844,8,124,733
20060124,0659,-1,0833,-3,119,733
20060125,0656,-4,0829,-7,107,733
20060126,0654,-6,0805,-31,106,733
20060127,0702,2,0836,0,116,733
20060128,0651,-9,0834,-2,116,733
20060129,0652,-8,0830,-6,118,733
20060130,0659,-1,0834,-2,116,733
20060131,0653,-7,0828,-8,110,733
20060101,0919,-2,1118,-2,212,1515
20060102,1035,74,1302,102,220,1515
20060103,0911,-10,1140,20,236,1515
20060104,0925,4,1119,-1,213,1515
20060105,0918,-3,1052,-28,195,1515
20060106,0921,0,1105,-15,199,1515
20060107,0922,1,1127,7,221,1515
20060108,0921,0,1135,15,221,1515
20060109,0936,15,1117,-3,203,1515
20060110,0926,5,1108,-12,208,1515
20060111,0919,-2,1110,-10,207,1515
20060112,0919,-2,1115,-5,209,1515
20060113,0934,13,1116,-4,199,1515
20060114,1006,45,1201,41,215,1515
20060115,0954,33,1147,27,216,1515
20060116,0917,-4,1108,-12,206,1515
20060117,0924,3,1109,-11,204,1515
20060118,0917,-4,1112,-8,220,1515
20060119,0917,-4,1133,13,222,1515
20060120,0918,-3,1118,-2,210,1515
20060121,0921,0,1122,2,212,1515
20060122,0915,-6,1130,10,220,1515
20060123,0918,-3,1059,-21,192,1515
20060124,0915,-6,1101,-19,210,1515
20060125,0921,0,1111,-9,211,1515
20060126,0918,-3,1116,-4,207,1515
20060127,0921,0,1117,-3,216,1515
20060128,0918,-3,1110,-10,216,1515
20060129,0918,-3,1112,-8,211,1515
20060130,0918,-3,1052,-28,196,1515
20060131,0918,-3,1120,0,221,1515
20060101,0711,11,1438,-6,251,2342
20060102,0655,-5,1436,-8,250,2342
20060103,0702,2,1450,6,267,2342
20060104,0700,0,1452,8,255,2342
20060105,0702,2,1442,-2,257,2342
20060106,0655,-5,1441,-3,267,2342
20060107,0658,-2,1447,3,261,2342
20060108,0659,-1,1438,-6,257,2342
20060109,0708,8,1454,10,264,2342
20060110,0657,-3,1443,-1,267,2342
20060111,0659,-1,1445,1,262,2342
20060112,0700,0,1441,-3,255,2342
20060113,0659,-1,1443,-1,259,2342
20060114,0653,-7,1501,17,257,2342
20060115,0657,-3,1418,-26,242,2342
20060116,0659,-1,1431,-13,251,2342
20060117,0654,-6,1433,-11,258,2342
20060118,0704,4,1439,-5,253,2342
20060119,0654,-6,1433,-11,257,2342
20060120,0700,0,1441,-3,255,2342
20060121,0704,4,1504,20,267,2342
20060122,0710,10,1456,12,263,2342
20060123,0700,0,1447,3,256,2342
20060124,0656,-4,1440,-4,261,2342
20060125,0658,-2,1449,5,258,2342
20060126,0707,7,1451,7,261,2342
20060127,0659,-1,1430,-14,249,2342
20060128,0658,-2,1434,-10,251,2342
20060129,0701,1,1441,-3,257,2342
20060130,0656,-4,1453,9,271,2342
20060131,0658,-2,1436,-8,255,2342
20060101,1705,24,2035,25,174,1258
20060102,1641,0,2016,6,180,1258
20060103,1637,-4,1956,-14,159,1258
20060104,1640,-1,2015,5,177,1258
20060105,1639,-2,2009,-1,188,1258
20060106,1645,4,2024,14,198,1258
20060107,1638,-3,2029,19,168,1258
20060108,1659,18,2031,21,169,1258
20060109,1733,52,2054,44,183,1258
20060110,1634,-7,1952,-18,181,1258
20060111,1639,-2,2000,-10,184,1258
20060112,1641,0,2004,-6,174,1258
20060113,1653,12,2018,8,187,1258
20060114,1637,-4,2022,12,173,1258
20060115,1639,-2,2001,-9,159,1258
20060116,1659,18,2021,11,171,1258
20060117,1637,-4,1954,-16,183,1258
20060118,,,,,,1258
20060119,1641,0,2009,-1,184,1258
20060120,1644,3,2005,-5,180,1258
20060121,1637,-4,2012,2,187,1258
20060122,1644,3,2039,29,188,1258
20060123,,,,,,1258
20060124,1707,26,2031,21,184,1258
20060125,1633,-8,1959,-11,178,1258
20060126,1644,3,1953,-17,166,1258
20060127,1829,108,2139,89,164,1258
20060128,1636,-5,1949,-21,171,1258
20060129,1636,-5,2002,-8,189,1258
20060130,1637,-4,2014,4,196,1258
20060131,1747,66,2100,50,172,1258
20060101,1619,35,1712,27,35,204
20060104,1540,-4,1645,0,41,204
20060106,1548,4,1706,21,40,204
20060108,1540,-4,1714,29,37,204
20060111,1539,-5,1656,11,38,204
20060113,1609,25,1701,16,37,204
20060115,1543,-1,1638,-7,40,204
20060118,1540,-4,1702,17,43,204
20060120,1613,29,1714,29,43,204
20060122,1543,-1,1724,39,66,204
20060125,1541,-3,1644,-1,43,204
20060127,1548,4,1647,2,42,204
20060129,1548,4,1640,-5,38,204
20060101,0759,-1,0917,-22,120,733
20060102,0800,0,0922,-17,126,733
20060103,0807,7,0918,-21,109,733
20060104,0756,-4,0939,0,125,733
20060105,0755,-5,0914,-25,112,733
20060106,0755,-5,0905,-34,108,733
20060107,0752,-8,0901,-38,109,733
20060108,0754,-6,0933,-6,138,733
20060109,0757,-3,0927,-12,124,733
20060110,0817,17,0957,18,128,733
20060111,0842,42,1000,21,111,733
20060112,0752,-8,0926,-13,122,733
20060113,0759,-1,0933,-6,120,733
20060114,0801,1,0918,-21,107,733
20060115,0810,10,0934,-5,113,733
20060116,0803,3,0926,-13,117,733
20060117,0756,-4,0930,-9,121,733
20060118,0754,-6,0925,-14,107,733
20060119,0815,15,1001,22,124,733
20060120,0755,-5,0936,-3,138,733
20060121,0756,-4,0930,-9,129,733
20060122,0754,-6,0941,2,134,733
20060123,0806,6,0937,-2,131,733
20060124,0750,-10,0935,-4,127,733
20060125,0755,-5,0905,-34,109,733
20060126,0758,-2,0926,-13,108,733
20060127,0800,0,0926,-13,118,733
20060128,0757,-3,0921,-18,113,733
20060129,0758,-2,0920,-19,119,733
20060130,0755,-5,0922,-17,125,733
20060131,0758,-2,0921,-18,111,733
20060101,1042,21,1318,13,197,1437
20060102,1026,5,1420,75,198,1437
20060103,1023,2,1325,20,219,1437
20060104,1024,3,1318,13,202,1437
20060105,1020,-1,1230,-35,176,1437
20060106,1016,-5,1251,-14,180,1437
20060107,1017,-4,1253,-12,200,1437
20060108,1023,2,1330,25,215,1437
20060109,1018,-3,1307,2,207,1437
20060110,1036,15,1318,13,205,1437
20060111,1039,18,1321,16,189,1437
20060112,1020,-1,1252,-13,194,1437
20060113,1032,11,1302,-3,184,1437
20060114,1023,2,1303,-2,203,1437
20060115,1154,93,1426,81,199,1437
20060116,1015,-6,1305,0,207,1437
20060117,1019,-2,1244,-21,184,1437
20060118,1021,0,1318,13,209,1437
20060119,1048,27,1339,34,220,1437
20060120,1023,2,1319,14,218,1437
20060121,1028,7,1321,16,209,1437
20060122,1020,-1,1308,3,214,1437
20060123,1041,20,1323,18,207,1437
20060124,1018,-3,1312,7,207,1437
20060125,1022,1,1303,-2,198,1437
20060126,1025,4,1306,1,203,1437
20060127,1017,-4,1258,-7,207,1437
20060128,1030,9,1312,7,200,1437
20060129,1023,2,1303,-2,203,1437
20060130,1021,0,1250,-15,187,1437
20060131,1014,-7,1300,-5,205,1437
20060101,2128,12,0023,11,90,732
20060102,2156,40,0050,38,91,732
20060103,2201,45,0047,35,87,732
20060104,2124,8,0007,-5,88,732
20060105,2115,-1,0005,-7,94,732
20060106,2112,-4,0011,-1,103,732
20060107,2113,-3,0001,-11,95,732
20060108,2110,-6,0002,-10,93,732
20060109,2112,-4,2359,-13,90,732
20060110,2114,-2,2356,-16,88,732
20060111,2113,-3,0006,-6,96,732
20060112,2110,-6,0033,21,106,732
20060113,2111,-5,0020,8,95,732
20060114,2108,-8,2357,-15,94,732
20060115,2108,-8,2351,-21,84,732
20060116,2108,-8,2354,-18,85,732
20060117,2121,5,0104,52,95,732
20060118,2108,-8,0001,-11,91,732
20060119,2112,-4,2359,-13,92,732
20060120,2109,-7,0006,-6,91,732
20060121,2110,-6,2356,-16,90,732
20060122,2136,20,0049,37,107,732
20060123,2112,-4,0010,-2,95,732
20060124,2111,-5,2356,-16,89,732
20060125,2105,-11,2351,-21,91,732
20060126,2109,-7,2358,-14,93,732
20060127,2117,1,0007,-5,86,732
20060128,2107,-9,2351,-21,84,732
20060129,2124,8,0008,-4,88,732
20060130,2143,27,0028,16,89,732
20060131,2139,23,0026,14,91,732
20060101,1835,-8,1951,-14,50,328
20060102,1903,20,2042,37,53,328
20060103,1918,35,2037,32,55,328
20060104,1833,-10,1954,-11,58,328
20060105,1843,0,2005,0,55,328
20060106,1839,-4,1947,-18,44,328
20060107,1830,-13,1955,-10,51,328
20060108,1835,-8,1958,-7,55,328
20060109,1842,-1,2001,-4,60,328
20060110,1838,-5,1949,-16,50,328
20060111,1839,-4,2004,-1,62,328
20060112,1836,-7,2021,16,85,328
20060113,1835,-8,2014,9,52,328
20060114,1840,-3,1954,-11,54,328
20060115,1837,-6,1953,-12,55,328
20060116,1833,-10,2001,-4,61,328
20060117,1842,-1,1956,-9,54,328
20060118,1841,-2,2000,-5,52,328
20060119,1839,-4,1956,-9,58,328
20060120,1841,-2,1959,-6,66,328
20060121,1839,-4,1955,-10,60,328
20060122,1840,-3,2002,-3,64,328
20060123,1838,-5,1953,-12,60,328
20060124,1841,-2,2002,-3,58,328
20060125,1839,-4,1954,-11,54,328
20060126,1835,-8,1959,-6,53,328
20060127,1838,-5,1957,-8,55,328
20060128,1838,-5,1956,-9,56,328
20060129,1939,56,2053,48,55,328
20060130,1840,-3,2000,-5,59,328
20060131,1847,4,2005,0,54,328
20060101,0839,9,1016,8,122,733
20060102,0827,-3,0953,-15,125,733
20060103,0826,-4,0959,-9,112,733
20060104,0831,1,0955,-13,124,733
20060105,0826,-4,0950,-18,109,733
20060106,0825,-5,0935,-33,106,733
20060107,0823,-7,0936,-32,108,733
20060108,0826,-4,0959,-9,132,733
20060109,0829,-1,1001,-7,126,733
20060110,0823,-7,1000,-8,126,733
20060111,0857,27,1021,13,111,733
20060112,0823,-7,0951,-17,117,733
20060113,0825,-5,0959,-9,114,733
20060114,0828,-2,0930,-38,108,733
20060115,0908,38,1035,27,113,733
20060116,0834,4,1040,32,119,733
20060117,0826,-4,1017,9,117,733
20060118,0829,-1,1008,0,106,733
20060119,0827,-3,1018,10,124,733
20060120,0833,3,1005,-3,129,733
20060121,0827,-3,1028,20,132,733
20060122,0830,0,1000,-8,123,733
20060123,,,,,,733
20060124,0826,-4,1001,-7,123,733
20060125,0825,-5,0938,-30,110,733
20060126,0825,-5,1004,-4,111,733
20060127,0824,-6,0945,-23,114,733
20060128,0824,-6,0955,-13,113,733
20060129,0824,-6,0943,-25,115,733
20060130,0824,-6,0956,-12,121,733
20060131,0824,-6,0946,-22,109,733
20060101,1401,179,1638,182,242,1721
20060102,1103,1,1450,74,243,1721
20060103,1101,-1,1356,20,251,1721
20060104,1059,-3,1326,-10,254,1721
20060105,1110,8,1342,6,256,1721
20060106,1059,-3,1345,9,269,1721
20060108,1058,-4,1327,-9,237,1721
20060109,1057,-5,1338,2,253,1721
20060110,1100,-2,1336,0,256,1721
20060111,1106,4,1341,5,255,1721
20060112,1058,-4,1341,5,255,1721
20060113,1251,109,1626,170,266,1721
20060115,1112,10,1326,-10,234,1721
20060116,1115,13,1344,8,250,1721
20060117,1101,-1,1332,-4,253,1721
20060118,1103,1,1341,5,257,1721
20060119,1131,29,1403,27,253,1721
20060120,1058,-4,1329,-7,259,1721
20060122,1100,-2,1328,-8,250,1721
20060123,1100,-2,1334,-2,250,1721
20060124,1103,1,1339,3,258,1721
20060125,1102,0,1327,-9,242,1721
20060126,1102,0,1321,-15,241,1721
20060127,1057,-5,1337,1,252,1721
20060129,1100,-2,1327,-9,252,1721
20060130,1052,-10,1331,-5,259,1721
20060131,1057,-5,1332,-4,254,1721
20060102,0855,-5,1028,-14,121,733
20060103,0901,1,1032,-10,109,733
20060104,0901,1,1055,13,127,733
20060105,0929,29,1054,12,113,733
20060106,0917,17,1031,-11,108,733
20060109,0856,-4,1029,-13,125,733
20060110,0850,-10,1025,-17,133,733
20060111,0923,23,1052,10,114,733
20060112,0857,-3,1019,-23,114,733
20060113,0850,-10,1050,8,120,733
20060116,0857,-3,1037,-5,116,733
20060117,0853,-7,1046,4,121,733
20060118,,,,,,733
20060119,0850,-10,1131,49,157,733
20060120,0856,-4,1059,17,133,733
20060123,0900,0,1048,6,120,733
20060124,0853,-7,1039,-3,122,733
20060125,0855,-5,1020,-22,105,733
20060126,0856,-4,1043,1,107,733
20060127,0855,-5,1040,-2,117,733
20060130,0858,-2,1027,-15,115,733
20060131,0950,50,1055,13,107,733
20060101,1132,-6,1407,-1,258,1745
20060102,1140,2,1530,82,250,1745
20060103,1137,-1,1414,6,249,1745
20060104,1142,4,1357,-11,240,1745
20060105,1139,1,1337,-31,218,1745
20060106,1134,-4,1332,-36,226,1745
20060107,1134,-4,1411,3,250,1745
20060108,1135,-3,1402,-6,242,1745
20060109,1134,-4,1339,-29,229,1745
20060110,1135,-3,1352,-16,232,1745
20060111,1135,-3,1350,-18,223,1745
20060112,1136,-2,1343,-25,235,1745
20060113,1134,-4,1503,55,228,1745
20060114,1202,24,1441,33,249,1745
20060115,1127,-11,1435,27,241,1745
20060116,1130,-8,1343,-25,231,1745
20060117,1142,4,1337,-31,219,1745
20060118,1138,0,1411,3,255,1745
20060119,1209,31,1448,40,257,1745
20060120,1148,10,1414,6,246,1745
20060121,1137,-1,1359,-9,242,1745
20060122,1138,0,1413,5,240,1745
20060123,1219,41,1417,9,203,1745
20060124,1133,-5,1344,-24,238,1745
20060125,1130,-8,1340,-28,234,1745
20060126,1137,-1,1400,-8,243,1745
20060127,1137,-1,1358,-10,244,1745
20060128,1136,-2,1351,-17,240,1745
20060129,1138,0,1349,-19,230,1745
20060130,1137,-1,1348,-20,230,1745
20060131,1138,0,1400,-8,247,1745
20060101,2247,156,0123,143,129,1090
20060102,2104,53,2348,48,132,1090
20060103,2042,31,2344,44,155,1090
20060104,2043,32,2356,56,136,1090
20060105,2120,69,2344,44,119,1090
20060106,2134,83,2356,56,117,1090
20060107,2219,128,0147,167,144,1090
20060108,2044,33,2354,54,142,1090
20060109,2011,0,2249,-11,131,1090
20060110,2018,7,2304,4,132,1090
20060111,2030,19,2319,19,136,1090
20060112,2011,0,2259,-1,143,1090
20060113,2017,6,2310,10,148,1090
20060114,2202,111,0104,124,148,1090
20060115,2202,111,0059,119,143,1090
20060116,2043,32,2339,39,140,1090
20060117,2036,25,2309,9,123,1090
20060118,2005,-6,2252,-8,130,1090
20060119,2030,19,2327,27,143,1090
20060120,2109,58,2339,39,132,1090
20060121,2010,-1,2304,4,130,1090
20060122,2030,19,2323,23,135,1090
20060123,2030,19,2313,13,130,1090
20060124,2008,-3,2237,-23,125,1090
20060125,2057,46,2348,48,135,1090
20060126,2009,-2,2343,43,153,1090
20060127,2034,23,2318,18,137,1090
20060128,2102,51,2349,49,139,1090
20060129,2020,9,2319,19,140,1090
20060130,2010,-1,2250,-10,120,1090
20060131,2015,4,2321,21,145,1090
20060101,1714,-4,1856,-14,136,1045
20060102,1718,0,1935,25,145,1045
20060103,1717,-1,1930,20,139,1045
20060104,1713,-5,1911,1,152,1045
20060105,1715,-3,1922,12,133,1045
20060106,1754,36,1935,25,138,1045
20060107,2332,374,0108,358,134,1045
20060108,1735,17,1934,24,137,1045
20060109,1714,-4,1848,-22,134,1045
20060110,2125,247,2327,257,135,1045
20060111,1718,0,1846,-24,134,1045
20060112,1718,0,1905,-5,143,1045
20060113,1711,-7,1851,-19,139,1045
20060114,1755,37,2043,93,147,1045
20060115,1912,114,2116,126,152,1045
20060116,1719,1,1932,22,140,1045
20060117,1747,29,1924,14,133,1045
20060118,1732,14,1904,-6,135,1045
20060119,1713,-5,1908,-2,134,1045
20060120,1714,-4,1850,-20,138,1045
20060121,1713,-5,1903,-7,143,1045
20060122,1731,13,1920,10,150,1045
20060123,1716,-2,1858,-12,140,1045
20060124,1711,-7,1850,-20,143,1045
20060125,1716,-2,1900,-10,140,1045
20060126,1712,-6,1915,5,148,1045
20060127,1724,6,1904,-6,139,1045
20060128,1716,-2,1856,-14,143,1045
20060129,1712,-6,1913,3,154,1045
20060130,1711,-7,1904,-6,147,1045
20060131,1736,18,1926,16,151,1045
20060101,0628,14,0844,6,169,1217
20060102,0609,-5,0822,-16,177,1217
20060103,0611,-3,0810,-28,163,1217
20060104,0606,-8,0830,-8,184,1217
20060105,0611,-3,0834,-4,181,1217
20060106,0611,-3,0816,-22,162,1217
20060107,0614,0,0818,-20,158,1217
20060108,0716,62,0937,59,179,1217
20060109,0609,-5,0853,15,186,1217
20060110,0610,-4,0834,-4,191,1217
20060111,0609,-5,0821,-17,169,1217
20060112,0611,-3,0828,-10,170,1217
20060113,0612,-2,0843,5,178,1217
20060114,0608,-6,0820,-18,162,1217
20060115,0610,-4,0816,-22,169,1217
20060116,0609,-5,0841,3,191,1217
20060117,0607,-7,0849,11,198,1217
20060118,0607,-7,0833,-5,175,1217
20060119,0610,-4,0833,-5,187,1217
20060120,0607,-7,0843,5,183,1217
20060121,0608,-6,0837,-1,186,1217
20060122,0620,6,0907,29,204,1217
20060123,0610,-4,0845,7,186,1217
20060124,0611,-3,0843,5,187,1217
20060125,0609,-5,0827,-11,178,1217
20060126,0619,5,0840,2,175,1217
20060127,0609,-5,0821,-17,167,1217
20060128,0613,-1,0929,51,179,1217
20060129,0611,-3,0836,-2,185,1217
20060130,0610,-4,0837,-1,179,1217
20060131,0646,32,0842,4,161,1217
20060107,1135,2,1351,-16,110,852
20060114,1129,-4,1348,-19,115,852
20060121,1126,-7,1407,0,132,852
20060128,1130,-3,1412,5,139,852
20060101,0957,-3,1128,-6,124,733
20060102,1026,26,1238,64,156,733
20060103,0956,-4,1153,19,110,733
20060104,0955,-5,1127,-7,120,733
20060105,0952,-8,1111,-23,115,733
20060106,0952,-8,1104,-30,109,733
20060107,0954,-6,1101,-33,105,733
20060108,0954,-6,1134,0,126,733
20060109,0953,-7,1123,-11,127,733
20060110,0953,-7,1121,-13,127,733
20060111,1017,17,1142,8,109,733
20060112,0953,-7,1106,-28,114,733
20060113,1019,19,1224,50,115,733
20060114,0958,-2,1108,-26,106,733
20060115,1017,17,1209,35,117,733
20060116,0957,-3,1121,-13,116,733
20060117,0958,-2,1152,18,116,733
20060118,1202,122,1323,109,109,733
20060119,0953,-7,1138,4,123,733
20060120,0955,-5,1124,-10,128,733
20060121,0952,-8,1144,10,129,733
20060122,0957,-3,1119,-15,123,733
20060123,1004,4,1140,6,123,733
20060124,0954,-6,1123,-11,122,733
20060125,0950,-10,1100,-34,109,733
20060126,1002,2,1141,7,107,733
20060127,0956,-4,1111,-23,114,733
20060128,0957,-3,1113,-21,114,733
20060129,0954,-6,1112,-22,110,733
20060130,0954,-6,1115,-19,116,733
20060131,0955,-5,1106,-28,112,733
20060101,1232,-4,1352,-10,64,403
20060102,1332,56,1511,69,62,403
20060103,1239,3,1413,11,73,403
20060104,1235,-1,1354,-8,64,403
20060105,1232,-4,1353,-9,64,403
20060106,1234,-2,1347,-15,59,403
20060107,1231,-5,1345,-17,62,403
20060108,1232,-4,1359,-3,69,403
20060109,1231,-5,1403,1,80,403
20060110,1231,-5,1411,9,70,403
20060111,1234,-2,1348,-14,61,403
20060112,1234,-2,1358,-4,64,403
20060113,1313,37,1448,46,60,403
20060114,1234,-2,1352,-10,61,403
20060115,1250,14,1401,-1,62,403
20060116,1233,-3,1400,-2,72,403
20060117,1259,23,1418,16,65,403
20060118,1400,84,1517,75,63,403
20060119,1232,-4,1403,1,69,403
20060120,1231,-5,1404,2,76,403
20060121,1232,-4,1359,-3,72,403
20060122,1233,-3,1400,-2,74,403
20060123,1234,-2,1355,-7,69,403
20060124,1232,-4,1346,-16,63,403
20060125,1231,-5,1344,-18,61,403
20060126,1235,-1,1350,-12,61,403
20060127,1228,-8,1345,-17,65,403
20060128,1227,-9,1349,-13,66,403
20060129,1231,-5,1353,-9,66,403
20060130,1237,1,1346,-16,56,403
20060131,1231,-5,1349,-13,65,403
20060101,1849,-5,2154,-21,171,1258
20060102,1944,50,2306,51,181,1258
20060103,1926,32,2215,0,153,1258
20060104,1850,-4,2211,-4,172,1258
20060105,1911,17,2233,18,187,1258
20060106,1906,12,2229,14,180,1258
20060107,1850,-4,2156,-19,162,1258
20060108,1923,29,2219,4,163,1258
20060109,1849,-5,2216,1,181,1258
20060110,1846,-8,2204,-11,182,1258
20060111,1902,8,2240,25,181,1258
20060112,1855,1,2204,-11,169,1258
20060113,2004,70,2322,67,172,1258
20060114,1854,0,2155,-20,162,1258
20060115,1922,28,2220,5,153,1258
20060116,1848,-6,2200,-15,171,1258
20060117,1847,-7,2206,-9,178,1258
20060118,2051,117,0007,112,174,1258
20060119,1853,-1,2218,3,176,1258
20060120,1854,0,2211,-4,178,1258
20060121,1853,-1,2224,9,192,1258
20060122,1851,-3,2210,-5,175,1258
20060123,1856,2,2251,36,188,1258
20060124,1847,-7,2216,1,184,1258
20060125,1905,11,2236,21,173,1258
20060126,1853,-1,2158,-17,169,1258
20060127,1854,0,2210,-5,163,1258
20060128,1850,-4,2156,-19,171,1258
20060129,1851,-3,2215,0,186,1258
20060130,1850,-4,2222,7,190,1258
20060131,1953,59,2303,48,164,1258
20060101,0014,24,0524,7,177,1616
20060102,0005,15,0530,13,185,1616
20060103,0033,43,0540,23,177,1616
20060104,2347,-3,0457,-20,177,1616
20060105,2350,0,0508,-9,180,1616
20060106,2347,-3,0510,-7,187,1616
20060107,2351,1,0505,-12,179,1616
20060108,2345,-5,0507,-10,188,1616
20060109,2345,-5,0511,-6,188,1616
20060110,2348,-2,0511,-6,188,1616
20060111,2346,-4,0455,-22,176,1616
20060112,0020,30,0528,11,176,1616
20060113,2345,-5,0516,-1,195,1616
20060114,2349,-1,0516,-1,191,1616
20060115,2348,-2,0505,-12,185,1616
20060116,2346,-4,0458,-19,182,1616
20060117,2346,-4,0455,-22,179,1616
20060118,2347,-3,0511,-6,189,1616
20060119,2346,-4,0509,-8,191,1616
20060120,2345,-5,0459,-18,184,1616
20060121,2351,1,0535,18,202,1616
20060122,0100,70,0649,92,191,1616
20060123,2350,0,0519,2,192,1616
20060124,2340,-10,0517,0,200,1616
20060125,2344,-6,0510,-7,195,1616
20060126,2346,-4,0509,-8,192,1616
20060127,2345,-5,0511,-6,187,1616
20060128,2345,-5,0445,-32,171,1616
20060129,2350,0,0510,-7,183,1616
20060130,2347,-3,0508,-9,187,1616
20060131,2346,-4,0457,-20,180,1616
20060101,1053,-7,1230,-4,126,733
20060102,1108,8,1636,242,128,733
20060103,,,,,,733
20060104,1054,-6,1237,3,116,733
20060105,1055,-5,1233,-1,119,733
20060106,1059,-1,1211,-23,107,733
20060107,1059,-1,1207,-27,106,733
20060108,1050,-10,1218,-16,131,733
20060109,1051,-9,1226,-8,128,733
20060110,1058,-2,1225,-9,130,733
20060111,1107,7,1239,5,108,733
20060112,1055,-5,1211,-23,115,733
20060113,1153,53,1348,74,113,733
20060114,1058,-2,1158,-36,107,733
20060115,1055,-5,1224,-10,118,733
20060116,1058,-2,1227,-7,115,733
20060117,1226,86,1414,100,138,733
20060118,1151,51,1309,35,109,733
20060119,1052,-8,1226,-8,123,733
20060120,1053,-7,1220,-14,127,733
20060121,1054,-6,1234,0,128,733
