FL_DATE,DEP_TIME,DEP_DELAY,ARR_TIME,ARR_DELAY,AIR_TIME,DISTANCE
20060103,2204,-1,0551,-4,262,2342
20060104,2212,7,0544,-11,254,2342
20060105,2159,-6,0542,-13,261,2342
20060106,2205,0,0557,2,266,2342
20060107,2157,-8,0532,-23,257,2342
20060108,2158,-7,0535,-20,257,2342
20060109,2208,3,0548,-7,263,2342
20060110,2221,16,0608,13,263,2342
20060111,2225,20,0600,5,256,2342
20060112,2325,80,0659,64,256,2342
20060113,2205,0,0531,-24,251,2342
20060114,2205,0,0532,-23,243,2342
20060115,2158,-7,0530,-25,244,2342
20060116,2242,37,0615,20,251,2342
20060117,2201,-4,0535,-20,249,2342
20060118,2202,-3,0536,-19,251,2342
20060119,2201,-4,0537,-18,254,2342
20060120,2206,1,0550,-5,258,2342
20060121,2204,-1,0547,-8,263,2342
20060122,2213,8,0545,-10,253,2342
20060123,2202,-3,0536,-19,256,2342
20060124,2202,-3,0535,-20,255,2342
20060125,2201,-4,0538,-17,258,2342
20060126,2203,-2,0537,-18,259,2342
20060127,2204,-1,0533,-22,254,2342
20060128,2204,-1,0536,-19,256,2342
20060129,2201,-4,0553,-2,270,2342
20060130,2159,-6,0546,-9,262,2342
20060131,2158,-7,0533,-22,257,2342
20060101,1235,0,2054,-5,280,2611
20060102,,,,,,2611
20060103,1232,-3,2044,-15,286,2611
20060104,1227,-8,2049,-10,299,2611
20060105,1235,0,2104,5,305,2611
20060106,1233,-2,2100,1,304,2611
20060107,1234,-1,2035,-24,285,2611
20060108,1237,2,2037,-22,274,2611
20060109,1231,-4,2035,-24,283,2611
20060110,1233,-2,2103,4,299,2611
20060111,1231,-4,2100,1,300,2611
20060112,1230,-5,2059,0,303,2611
20060113,1234,-1,2105,6,301,2611
20060114,1231,-4,2052,-7,284,2611
20060115,1300,25,2124,25,288,2611
20060116,1247,12,2052,-7,287,2611
20060117,1249,14,2105,6,290,2611
20060118,1333,58,2212,73,299,2611
20060119,1235,0,2034,-25,266,2611
20060120,1235,0,2055,-4,281,2611
20060121,1231,-4,2021,-38,268,2611
20060122,1339,64,2144,45,279,2611
20060123,1228,-7,2107,8,313,2611
20060124,1229,-6,2049,-10,291,2611
20060125,1234,-1,2046,-13,292,2611
20060126,1233,-2,2054,-5,297,2611
20060127,1231,-4,2049,-10,288,2611
20060128,1240,5,2054,-5,283,2611
20060129,1241,6,2105,6,303,2611
20060130,1231,-4,2052,-7,298,2611
20060131,1239,4,2113,14,303,2611
20060101,0641,11,0946,9,342,2446
20060102,0629,-1,0932,-5,339,2446
20060103,0654,24,1002,25,343,2446
20060104,0630,0,0955,18,336,2446
20060105,0732,62,1016,39,314,2446
20060106,0630,0,0916,-21,316,2446
20060107,0631,1,0920,-17,325,2446
20060108,0632,2,0942,5,347,2446
20060109,0628,-2,0941,4,344,2446
20060110,0626,-4,0913,-24,323,2446
20060111,0628,-2,0902,-35,315,2446
20060112,0646,16,0939,2,323,2446
20060113,0641,11,0926,-11,319,2446
20060114,0958,208,1314,217,343,2446
20060115,0631,1,1038,61,335,2446
20060116,0628,-2,0920,-17,326,2446
20060117,0630,0,0932,-5,333,2446
20060118,0649,19,0958,21,339,2446
20060119,0623,-7,0946,9,359,2446
20060120,0630,0,0941,4,345,2446
20060121,0627,-3,0933,-4,346,2446
20060122,0635,5,0953,16,352,2446
20060123,0628,-2,0929,-8,337,2446
20060124,0625,-5,0924,-13,334,2446
20060125,0624,-6,0920,-17,328,2446
20060126,0623,-7,0927,-10,337,2446
20060127,0635,5,0930,-7,331,2446
20060128,0625,-5,0923,-14,330,2446
20060129,0628,-2,0927,-10,337,2446
20060130,0630,0,0934,-3,322,2446
20060131,0642,12,0940,3,337,2446
20060101,2014,14,0038,41,361,2556
20060102,2037,37,0035,38,337,2556
20060103,2049,49,0039,42,330,2556
20060104,2012,12,0009,12,338,2556
20060105,2044,44,0039,42,333,2556
20060106,1958,-2,2359,2,323,2556
20060107,2108,68,0041,44,313,2556
20060108,2023,23,2342,-15,303,2556
20060109,2005,5,2343,-14,300,2556
20060110,2024,24,2357,0,315,2556
20060111,2000,0,2331,-26,310,2556
20060112,1959,-1,2338,-19,319,2556
20060113,2002,2,2347,-10,313,2556
20060114,2002,2,0009,12,331,2556
20060115,2000,0,2349,-8,328,2556
20060116,1958,-2,2348,-9,334,2556
20060117,1958,-2,0009,12,336,2556
20060118,1957,-3,2336,-21,321,2556
20060119,2002,2,2352,-5,331,2556
20060120,1958,-2,2334,-23,318,2556
20060121,2032,32,0013,16,325,2556
20060122,2001,1,2352,-5,333,2556
20060123,1959,-1,2341,-16,320,2556
20060124,1953,-7,2347,-10,335,2556
20060125,1953,-7,2335,-22,327,2556
20060126,1949,-11,2347,-10,323,2556
20060127,1956,-4,2318,-39,302,2556
20060128,1957,-3,2319,-38,306,2556
20060129,1955,-5,2322,-35,310,2556
20060130,1957,-3,2312,-45,299,2556
20060131,1955,-5,2328,-29,314,2556
20060101,0824,9,1621,3,257,2421
20060102,0816,1,1651,33,299,2421
20060103,0814,-1,1621,3,274,2421
20060104,0809,-6,1612,-6,273,2421
20060105,0810,-5,1611,-7,277,2421
20060106,0812,-3,1613,-5,278,2421
20060107,0908,53,1702,44,268,2421
20060108,0810,-5,1614,-4,277,2421
20060109,0816,1,1627,9,295,2421
20060110,0818,3,1636,18,283,2421
20060111,0813,-2,1655,37,310,2421
20060112,0810,-5,1611,-7,278,2421
20060113,0812,-3,1646,28,301,2421
20060114,0817,2,1623,5,281,2421
20060115,0811,-4,1625,7,284,2421
20060116,0855,40,1648,30,268,2421
20060117,0813,-2,1615,-3,274,2421
20060118,0922,67,1733,75,277,2421
20060119,0808,-7,1641,23,297,2421
20060120,0816,1,1604,-14,270,2421
20060121,0810,-5,1601,-17,274,2421
20060122,0811,-4,1613,-5,277,2421
20060123,0813,-2,1614,-4,277,2421
20060124,0810,-5,1610,-8,270,2421
20060125,0940,85,1747,89,288,2421
20060126,0810,-5,1630,12,300,2421
20060127,0811,-4,1624,6,287,2421
20060128,0811,-4,1610,-8,282,2421
20060129,0812,-3,1627,9,293,2421
20060130,0816,1,1626,8,287,2421
20060131,0814,-1,1610,-8,276,2421
20060101,1744,-1,2115,13,341,2421
20060102,1808,23,2120,18,324,2421
20060103,1757,12,2111,9,341,2421
20060104,1745,0,2102,0,334,2421
20060105,1819,34,2156,54,350,2421
20060106,1743,-2,2125,23,361,2421
20060107,1746,1,2053,-9,336,2421
20060108,1755,10,2124,22,340,2421
20060109,1745,0,2119,17,355,2421
20060110,1740,-5,2051,-11,344,2421
20060111,1744,-1,2050,-12,335,2421
20060112,1744,-1,2114,12,349,2421
20060113,1759,14,2116,14,352,2421
20060114,1739,-6,2033,-29,329,2421
20060115,2035,170,0004,182,326,2421
20060116,1750,5,2117,15,348,2421
20060117,1754,9,2110,8,330,2421
20060118,1741,-4,2042,-20,324,2421
20060119,1748,3,2116,14,349,2421
20060120,1743,-2,2052,-10,334,2421
20060121,1749,4,2056,-6,336,2421
20060122,1805,20,2156,54,336,2421
20060123,1743,-2,2053,-9,339,2421
20060124,1744,-1,2054,-8,344,2421
20060125,1742,-3,2057,-5,330,2421
20060126,1748,3,2111,9,332,2421
20060127,1810,25,2150,48,340,2421
20060128,1737,-8,2054,-8,331,2421
20060129,1851,66,2231,89,336,2421
20060130,1823,38,2207,65,333,2421
20060131,1737,-8,2136,34,376,2421
20060101,0907,7,1548,-24,264,2556
20060102,0854,-6,1612,0,281,2556
20060103,0854,-6,1553,-19,278,2556
20060104,0856,-4,1603,-9,283,2556
20060105,0857,-3,1556,-16,279,2556
20060106,0853,-7,1606,-6,285,2556
20060107,0858,-2,1615,3,296,2556
20060108,0859,-1,1631,19,302,2556
20060109,0853,-7,1648,36,332,2556
20060110,0856,-4,1623,11,305,2556
20060111,0850,-10,1623,11,303,2556
20060112,1906,606,0218,606,292,2556
20060113,0856,-4,1636,24,320,2556
20060114,0853,-7,1609,-3,301,2556
20060115,0852,-8,1610,-2,301,2556
20060116,0900,0,1621,9,293,2556
20060117,0856,-4,1604,-8,281,2556
20060118,0852,-8,1614,2,303,2556
20060119,0852,-8,1610,-2,287,2556
20060120,0854,-6,1609,-3,293,2556
20060121,0852,-8,1613,1,297,2556
20060122,0858,-2,1605,-7,287,2556
20060123,0855,-5,1623,11,292,2556
20060124,0854,-6,1600,-12,288,2556
20060125,0854,-6,1615,3,304,2556
20060126,0845,-15,1605,-7,301,2556
20060127,0848,-12,1613,1,305,2556
20060128,0901,1,1632,20,307,2556
20060129,0857,-3,1625,13,307,2556
20060130,0847,-13,1615,3,304,2556
20060131,0850,-10,1611,-1,302,2556
20060101,0714,-5,1011,-11,150,1145
20060102,0717,-2,1018,-4,164,1145
20060103,0717,-2,1021,-1,142,1145
20060104,0716,-3,1003,-19,146,1145
20060105,0712,-7,1006,-16,148,1145
20060106,0713,-6,1029,7,152,1145
20060107,0719,0,1030,8,145,1145
20060108,0713,-6,1013,-9,143,1145
20060109,0713,-6,1005,-17,152,1145
20060110,0714,-5,1015,-7,159,1145
20060111,0719,0,1014,-8,158,1145
20060112,0718,-1,1016,-6,150,1145
20060113,0715,-4,1018,-4,158,1145
20060114,0725,6,1037,15,147,1145
20060115,0713,-6,0956,-26,139,1145
20060116,0715,-4,1008,-14,141,1145
20060118,0725,6,1113,51,159,1145
20060119,0714,-5,1002,-20,149,1145
20060120,0719,0,1011,-11,155,1145
20060121,0717,-2,1045,23,154,1145
20060122,0711,-8,1006,-16,154,1145
20060123,0711,-8,1015,-7,159,1145
20060124,0718,-1,1009,-13,151,1145
20060125,0711,-8,1011,-11,143,1145
20060126,0715,-4,0959,-23,148,1145
20060127,0717,-2,1012,-10,152,1145
20060128,0713,-6,1005,-17,146,1145
20060129,0716,-3,1015,-7,162,1145
20060130,0715,-4,1015,-7,160,1145
20060131,0715,-4,0959,-23,146,1145
20060101,2400,5,0726,-12,244,2342
20060102,0030,35,0833,55,267,2342
20060103,0037,42,0812,34,256,2342
20060104,0030,35,0813,35,258,2342
20060105,0008,13,0749,11,262,2342
20060106,0028,33,0808,30,260,2342
20060107,2353,-2,0736,-2,258,2342
20060108,2353,-2,0730,-8,256,2342
20060109,2352,-3,0731,-7,264,2342
20060110,0006,11,0746,8,262,2342
20060111,0010,15,0735,-3,249,2342
20060112,0011,16,0739,1,250,2342
20060113,2356,1,0728,-10,253,2342
20060114,0001,6,0729,-9,246,2342
20060115,2352,-3,0732,-6,249,2342
20060116,0016,21,0744,6,252,2342
20060117,2350,-5,0741,3,256,2342
20060118,2357,2,0727,-11,249,2342
20060119,2355,0,0727,-11,250,2342
20060120,2355,0,0732,-6,258,2342
20060121,0010,15,0753,15,266,2342
20060122,0053,58,0819,41,252,2342
20060123,2341,-14,0732,-6,267,2342
20060124,2351,-4,0744,6,263,2342
20060125,0011,16,0750,12,254,2342
20060126,0002,7,0735,-3,254,2342
20060127,0015,20,0805,27,250,2342
20060128,2357,2,0729,-9,250,2342
20060129,0003,8,0737,-1,257,2342
20060130,2359,4,0739,1,260,2342
20060131,2357,2,0739,1,255,2342
20060101,2101,56,2359,66,323,2342
20060102,2002,-3,2313,20,317,2342
20060103,2044,39,2313,20,307,2342
20060104,2025,20,2253,0,309,2342
20060105,2010,5,2256,3,322,2342
20060106,2030,25,2316,23,319,2342
20060107,2007,2,2222,-31,297,2342
20060108,2007,2,2244,-9,312,2342
20060109,2051,46,2306,13,294,2342
20060110,2005,0,2232,-21,299,2342
20060111,2005,0,2243,-10,309,2342
20060112,2011,6,2244,-9,313,2342
20060113,2050,45,2325,32,312,2342
20060114,2014,9,2257,4,322,2342
20060115,2021,16,2316,23,331,2342
20060116,2015,10,2259,6,310,2342
20060117,2009,4,2247,-6,320,2342
20060118,2015,10,2300,7,313,2342
20060119,2002,-3,2239,-14,309,2342
20060120,2006,1,2246,-7,313,2342
20060121,2009,4,2255,2,308,2342
20060122,2027,22,2321,28,319,2342
20060123,2015,10,2302,9,315,2342
20060124,2005,0,2230,-23,304,2342
20060125,2011,6,2248,-5,308,2342
20060126,2012,7,2247,-6,307,2342
20060127,2006,1,2323,30,314,2342
20060128,2001,-4,2250,-3,320,2342
20060129,2005,0,2248,-5,313,2342
20060130,2029,24,2259,6,306,2342
20060131,2004,-1,2241,-12,313,2342
20060101,0919,19,1647,1,249,2342
20060102,0858,-2,1648,2,250,2342
20060103,0912,12,1701,15,262,2342
20060104,0904,4,1650,4,261,2342
20060105,0932,32,1713,27,259,2342
20060106,0924,24,1719,33,259,2342
20060107,0858,-2,1646,0,267,2342
20060108,0927,27,1700,14,256,2342
20060109,0900,0,1644,-2,261,2342
20060110,0858,-2,1651,5,267,2342
20060111,0857,-3,1650,4,262,2342
20060112,0915,15,1647,1,253,2342
20060113,0902,2,1704,18,266,2342
20060114,0901,1,1653,7,248,2342
20060115,0859,-1,1638,-8,248,2342
20060116,0858,-2,1635,-11,249,2342
20060117,0854,-6,1631,-15,255,2342
20060118,0857,-3,1645,-1,252,2342
20060119,0859,-1,1632,-14,252,2342
20060120,0858,-2,1633,-13,256,2342
20060121,0859,-1,1643,-3,265,2342
20060122,0912,12,1712,26,276,2342
20060123,0855,-5,1639,-7,262,2342
20060124,0858,-2,1649,3,267,2342
20060125,0859,-1,1655,9,263,2342
20060126,0900,0,1638,-8,261,2342
20060127,0859,-1,1635,-11,247,2342
20060128,0857,-3,1656,10,255,2342
20060129,0858,-2,1643,-3,254,2342
20060130,0859,-1,1649,3,268,2342
20060131,0855,-5,1655,9,256,2342
20060101,1258,28,1717,48,349,2556
20060102,1247,17,1655,26,341,2556
20060103,1233,3,1631,2,336,2556
20060104,1230,0,1620,-9,338,2556
20060105,1227,-3,1614,-15,329,2556
20060106,1230,0,1626,-3,316,2556
20060107,1225,-5,1607,-22,312,2556
20060108,1228,-2,1545,-44,302,2556
20060109,1705,275,2005,216,279,2556
20060110,1227,-3,1556,-33,303,2556
20060111,1225,-5,1551,-38,302,2556
20060112,1229,-1,1607,-22,320,2556
20060113,1230,0,1553,-36,307,2556
20060114,1229,-1,1610,-19,322,2556
20060115,1229,-1,1602,-27,312,2556
20060116,1438,128,1824,115,331,2556
20060117,1252,22,1638,9,326,2556
20060118,1228,-2,1616,-13,325,2556
20060119,1229,-1,1621,-8,326,2556
20060120,1232,2,1614,-15,317,2556
20060121,1229,-1,1558,-31,311,2556
20060122,1225,-5,1610,-19,327,2556
20060123,,,,,,2556
20060124,1230,0,1617,-12,331,2556
20060125,1542,192,1920,171,321,2556
20060126,1232,2,1612,-17,319,2556
20060127,1239,9,1559,-30,301,2556
20060128,1231,1,1611,-18,307,2556
20060129,1226,-4,1555,-34,312,2556
20060130,1228,-2,1547,-42,293,2556
20060131,1235,5,1557,-32,301,2556
20060101,0800,0,1051,7,322,2342
20060102,0759,-1,1113,29,351,2342
20060103,0813,13,1041,-3,306,2342
20060104,0803,3,1038,-6,317,2342
20060105,0803,3,1047,3,308,2342
20060106,0803,3,1052,8,305,2342
20060107,0801,1,1027,-17,306,2342
20060108,0804,4,1035,-9,312,2342
20060109,0819,19,1038,-6,302,2342
20060110,0805,5,1021,-23,299,2342
20060111,0800,0,1026,-18,304,2342
20060112,0756,-4,1020,-24,300,2342
20060113,0800,0,1040,-4,315,2342
20060114,0756,-4,1034,-10,322,2342
20060115,0800,0,1042,-2,321,2342
20060116,0757,-3,1040,-4,313,2342
20060117,0903,63,1136,52,315,2342
20060118,0757,-3,1030,-14,312,2342
20060119,0758,-2,1027,-17,311,2342
20060120,0757,-3,1030,-14,318,2342
20060121,0757,-3,1027,-17,307,2342
20060122,0758,-2,1056,12,306,2342
20060123,0806,6,1053,9,319,2342
20060124,0800,0,1041,-3,316,2342
20060125,0800,0,1039,-5,320,2342
20060126,0754,-6,1024,-20,312,2342
20060127,0758,-2,1036,-8,319,2342
20060128,0800,0,1031,-13,309,2342
20060129,0801,1,1033,-11,316,2342
20060130,0949,109,1223,99,310,2342
20060131,0820,20,1102,18,310,2342
20060101,1611,16,2335,24,268,2556
20060102,1634,39,2342,31,280,2556
20060103,1618,23,2309,-2,269,2556
20060104,1553,-2,2259,-12,278,2556
20060105,1552,-3,2300,-11,282,2556
20060107,1545,-10,2253,-18,292,2556
20060108,1552,-3,2335,24,305,2556
20060109,1551,-4,2329,18,322,2556
20060110,1550,-5,2312,1,304,2556
20060111,1548,-7,2306,-5,299,2556
20060112,1548,-7,2249,-22,287,2556
20060113,1543,-12,2315,4,307,2556
20060114,1555,0,2321,10,296,2556
20060115,1547,-8,2305,-6,287,2556
20060116,1553,-2,2249,-22,279,2556
20060117,1551,-4,2256,-15,277,2556
20060118,1553,-2,2319,8,297,2556
20060119,1546,-9,2310,-1,286,2556
20060120,1546,-9,2255,-16,293,2556
20060121,1552,-3,2301,-10,289,2556
20060122,1551,-4,2302,-9,288,2556
20060123,,,,,,2556
20060124,1545,-10,2252,-19,286,2556
20060125,1554,-1,2300,-11,289,2556
20060126,1551,-4,2306,-5,296,2556
20060127,1547,-8,2318,7,303,2556
20060128,1545,-10,2305,-6,292,2556
20060129,1548,-7,2315,4,300,2556
20060130,1544,-11,2316,5,310,2556
20060131,1551,-4,2305,-6,293,2556
20060101,1720,0,2135,9,356,2615
20060102,1725,5,2128,2,340,2615
20060103,1728,8,2128,2,340,2615
20060104,1718,-2,2129,3,352,2615
20060105,1718,-2,2119,-7,343,2615
20060106,1729,9,2115,-11,323,2615
20060107,1719,-1,2102,-24,326,2615
20060108,1717,-3,2058,-28,321,2615
20060109,1715,-5,2045,-41,305,2615
20060110,1724,4,2100,-26,317,2615
20060111,1722,2,2102,-24,321,2615
20060112,1717,-3,2054,-32,320,2615
20060113,1719,-1,2049,-37,311,2615
20060114,1719,-1,2108,-18,331,2615
20060115,1749,29,2135,9,324,2615
20060116,1714,-6,2111,-15,341,2615
20060117,1716,-4,2114,-12,343,2615
20060118,1717,-3,2058,-28,324,2615
20060119,1808,48,2152,26,327,2615
20060120,1725,5,2120,-6,334,2615
20060121,1724,4,2120,-6,336,2615
20060122,1715,-5,2114,-12,336,2615
20060123,1713,-7,2114,-12,341,2615
20060124,1715,-5,2121,-5,347,2615
20060125,1711,-9,2122,-4,346,2615
20060126,1718,-2,2045,-41,314,2615
20060127,1716,-4,2048,-38,315,2615
20060128,1714,-6,2029,-57,298,2615
20060129,1712,-8,2051,-35,324,2615
20060130,1717,-3,2051,-35,316,2615
20060131,1715,-5,2047,-39,317,2615
20060101,1315,15,1542,20,312,2217
20060102,1257,-3,1532,10,305,2217
20060103,1308,8,1536,14,300,2217
20060104,1301,1,1524,2,303,2217
20060105,1258,-2,1518,-4,295,2217
20060106,1258,-2,1513,-9,298,2217
20060107,1258,-2,1516,-6,298,2217
20060108,1257,-3,1507,-15,296,2217
20060109,1307,7,1527,5,293,2217
20060110,1301,1,1518,-4,290,2217
20060111,1303,3,1515,-7,295,2217
20060112,1256,-4,1519,-3,303,2217
20060113,1257,-3,1510,-12,297,2217
20060114,1300,0,1516,-6,301,2217
20060115,1349,49,1622,60,319,2217
20060116,1259,-1,1522,0,303,2217
20060117,1257,-3,1535,13,298,2217
20060118,1257,-3,1537,15,318,2217
20060119,1258,-2,1516,-6,300,2217
20060120,1255,-5,1520,-2,299,2217
20060121,1258,-2,1518,-4,293,2217
20060122,1305,5,1530,8,309,2217
20060123,1257,-3,1514,-8,295,2217
20060124,1343,43,1600,38,301,2217
20060125,1300,0,1526,4,301,2217
20060126,1319,19,1533,11,294,2217
20060127,1300,0,1524,2,304,2217
20060128,1306,6,1527,5,301,2217
20060129,1257,-3,1520,-2,307,2217
20060130,1317,17,1540,18,305,2217
20060131,1257,-3,1513,-9,299,2217
20060101,2258,-2,0546,-22,278,2615
20060102,2255,-5,0544,-24,280,2615
20060103,2255,-5,0537,-31,271,2615
20060104,2256,-4,0612,4,279,2615
20060105,2258,-2,0601,-7,289,2615
20060106,2254,-6,0601,-7,296,2615
20060107,,,,,,2615
20060108,2255,-5,0640,32,332,2615
20060109,2257,-3,0619,11,305,2615
20060110,2243,-17,0628,20,322,2615
20060111,2250,-10,0556,-12,297,2615
20060112,2255,-5,0621,13,316,2615
20060113,2256,-4,0549,-19,284,2615
20060114,2248,-12,0620,12,310,2615
20060115,2302,2,0600,-8,286,2615
20060116,2254,-6,0542,-26,272,2615
20060117,2252,-8,0547,-21,286,2615
20060118,2244,-16,0549,-19,296,2615
20060119,2254,-6,0617,9,295,2615
20060120,2308,8,0619,11,292,2615
20060121,2258,-2,0600,-8,292,2615
20060122,2259,-1,0615,7,299,2615
20060123,2257,-3,0553,-15,282,2615
20060124,2252,-8,0555,-13,286,2615
20060125,2250,-10,0612,4,302,2615
20060126,2249,-11,0611,3,305,2615
20060127,2254,-6,0600,-8,298,2615
20060128,2257,-3,0614,6,305,2615
20060129,2249,-11,0604,-4,301,2615
20060130,2243,-17,0609,1,316,2615
20060131,2241,-19,0541,-27,288,2615
20060101,1638,-2,2107,28,360,2556
20060102,1637,-3,2051,12,336,2556
20060103,1653,13,2053,14,342,2556
20060104,1639,-1,2108,29,349,2556
20060105,1636,-4,2037,-2,341,2556
20060106,1640,0,2029,-10,329,2556
20060107,1641,1,2018,-21,321,2556
20060108,1641,1,2016,-23,307,2556
20060109,1855,135,2208,89,296,2556
20060110,1639,-1,2000,-39,303,2556
20060111,1638,-2,1959,-40,298,2556
20060112,1637,-3,2020,-19,322,2556
20060113,1640,0,2022,-17,319,2556
20060114,1639,-1,2024,-15,316,2556
20060115,1638,-2,2036,-3,339,2556
20060116,1637,-3,2038,-1,336,2556
20060117,1637,-3,2032,-7,338,2556
20060118,1638,-2,2015,-24,322,2556
20060119,1637,-3,2030,-9,335,2556
20060120,1639,-1,2013,-26,320,2556
20060121,1634,-6,2025,-14,332,2556
20060122,1638,-2,2026,-13,334,2556
20060123,1746,66,2136,57,337,2556
20060124,1637,-3,2037,-2,342,2556
20060125,1635,-5,2037,-2,345,2556
20060126,1637,-3,2015,-24,319,2556
20060127,1635,-5,1959,-40,308,2556
20060128,1634,-6,2005,-34,303,2556
20060129,1635,-5,2009,-30,318,2556
20060130,1652,12,2017,-22,306,2556
20060131,1636,-4,2000,-39,311,2556
20060101,2225,0,0522,-10,273,2556
20060102,2220,-5,0508,-24,270,2556
20060103,2237,12,0522,-10,264,2556
20060104,0026,121,0732,120,272,2556
20060105,2224,-1,0515,-17,276,2556
20060106,2228,3,0536,4,289,2556
20060107,2218,-7,0548,16,303,2556
20060108,2221,-4,0550,18,311,2556
20060109,2336,71,0719,107,309,2556
20060110,2225,0,0607,35,315,2556
20060111,0023,118,0746,134,291,2556
20060112,2220,-5,0558,26,312,2556
20060113,2216,-9,0520,-12,290,2556
20060114,2219,-6,0542,10,290,2556
20060115,2218,-7,0515,-17,274,2556
20060116,2217,-8,0517,-15,272,2556
20060117,2221,-4,0516,-16,274,2556
20060118,2214,-11,0533,1,292,2556
20060119,2215,-10,0525,-7,286,2556
20060120,2220,-5,0520,-12,285,2556
20060121,2219,-6,0516,-16,279,2556
20060122,2214,-11,0523,-9,291,2556
20060123,2303,38,0604,32,284,2556
20060124,2216,-9,0506,-26,274,2556
20060125,2220,-5,0531,-1,293,2556
20060126,2213,-12,0538,6,304,2556
20060127,2211,-14,0546,14,308,2556
20060128,2218,-7,0548,16,306,2556
20060129,2216,-9,0545,13,307,2556
20060130,2217,-8,0544,12,304,2556
20060131,2215,-10,0520,-12,281,2556
20060101,0845,4,1213,4,137,1062
20060102,0903,22,1235,26,132,1062
20060103,0841,0,1223,14,129,1062
20060104,0841,0,1217,8,129,1062
20060105,0839,-2,1203,-6,121,1062
20060106,0833,-8,1216,7,134,1062
20060108,0839,-2,1201,-8,127,1062
20060109,0839,-2,1205,-4,121,1062
20060110,0835,-6,1214,5,141,1062
20060111,0836,-5,1205,-4,136,1062
20060112,0837,-4,1206,-3,137,1062
20060113,0838,-3,1206,-3,130,1062
20060115,0836,-5,1202,-7,130,1062
20060116,0839,-2,1201,-8,119,1062
20060117,0837,-4,1202,-7,126,1062
20060118,0839,-2,1215,6,132,1062
20060119,0858,17,1225,16,121,1062
20060120,0840,-1,1207,-2,128,1062
20060122,0856,15,1224,15,129,1062
20060123,0930,49,1307,58,134,1062
20060124,0834,-7,1154,-15,123,1062
20060125,0838,-3,1156,-13,125,1062
20060126,0835,-6,1203,-6,133,1062
20060127,0902,21,1233,24,131,1062
20060129,0840,-1,1205,-4,125,1062
20060130,0833,-8,1157,-12,127,1062
20060131,0835,-6,1159,-10,135,1062
20060101,0602,2,0749,-7,85,583
20060102,0555,-5,0736,-20,78,583
20060103,0558,-2,0746,-10,85,583
20060104,0556,-4,0748,-8,94,583
20060105,0601,1,0745,-11,83,583
20060106,0553,-7,0728,-28,78,583
20060107,0559,-1,0752,-4,73,583
20060108,0600,0,0801,5,87,583
20060109,0558,-2,0746,-10,89,583
20060110,0557,-3,0750,-6,84,583
20060111,0559,-1,0754,-2,79,583
20060112,0555,-5,0745,-11,90,583
20060113,0600,0,0736,-20,80,583
20060114,0605,5,0758,2,77,583
20060115,0558,-2,0755,-1,90,583
20060116,0553,-7,0755,-1,94,583
20060117,0558,-2,0750,-6,88,583
20060118,0603,3,0742,-14,81,583
20060119,0556,-4,0749,-7,89,583
20060120,0558,-2,0757,1,97,583
20060121,0600,0,0806,10,95,583
20060122,0559,-1,0812,16,102,583
20060123,0558,-2,0750,-6,88,583
20060124,0556,-4,0742,-14,90,583
20060125,0557,-3,0753,-3,86,583
20060126,0558,-2,0749,-7,88,583
20060127,0600,0,0749,-7,86,583
20060128,0603,3,0803,7,100,583
20060129,0559,-1,0742,-14,86,583
20060130,0556,-4,0741,-15,79,583
20060131,0555,-5,0747,-9,82,583
20060101,0556,-4,0744,16,120,733
20060102,0603,3,0739,11,124,733
20060103,0631,31,0746,18,105,733
20060104,0557,-3,0734,6,122,733
20060105,0557,-3,0715,-13,114,733
20060106,0614,14,0722,-6,107,733
20060107,0554,-6,0708,-20,106,733
20060108,0556,-4,0738,10,135,733
20060109,0554,-6,0715,-13,126,733
20060110,0600,0,0730,2,127,733
20060111,0555,-5,0719,-9,120,733
20060112,0553,-7,0708,-20,115,733
20060113,0600,0,0726,-2,116,733
20060114,0602,2,0707,-21,109,733
20060115,0643,43,0751,23,109,733
20060116,0554,-6,0710,-18,118,733
20060117,0556,-4,0737,9,119,733
20060118,0600,0,0717,-11,110,733
20060119,0558,-2,0721,-7,122,733
20060120,0553,-7,0721,-7,128,733
20060121,0556,-4,0732,4,134,733
20060122,0553,-7,0720,-8,126,733
20060123,0559,-1,0743,15,123,733
20060124,0557,-3,0726,-2,128,733
20060125,0608,8,0719,-9,111,733
20060126,0551,-9,0703,-25,104,733
20060127,0552,-8,0706,-22,114,733
20060128,0553,-7,0714,-14,122,733
20060129,0557,-3,0716,-12,122,733
20060130,0601,1,0734,6,121,733
20060131,0557,-3,0727,-1,117,733
20060101,1706,21,1804,19,40,237
20060102,1643,-2,1742,-3,37,237
20060103,1812,87,1913,88,42,237
20060104,1738,53,1834,49,38,237
20060105,1647,2,1748,3,42,237
20060106,1644,-1,1750,5,45,237
20060107,1643,-2,1734,-11,39,237
20060108,1645,0,1749,4,38,237
20060109,1714,29,1820,35,50,237
20060110,1640,-5,1734,-11,37,237
20060111,1705,20,1806,21,45,237
20060112,1645,0,1755,10,48,237
20060113,1643,-2,1755,10,43,237
20060114,1640,-5,1738,-7,44,237
20060115,1648,3,1757,12,38,237
20060116,1704,19,1834,49,35,237
20060117,1734,49,1844,59,42,237
20060118,1645,0,1744,-1,44,237
20060119,1642,-3,1740,-5,41,237
20060120,1644,-1,1746,1,35,237
20060121,1639,-6,1731,-14,34,237
20060122,1706,21,1806,21,36,237
